customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_charge_ratio
1194-HVAIF,27,1,0,3,95.0,2462.55,0,0.28421052631578947
0812-WUPTB,1,1,0,1,70.85,70.85,1,0.014114326040931546
3594-UVONA,35,1,1,3,85.95,3110.1,1,0.4072134962187318
0004-TLHLJ,4,1,0,0,73.9,280.85,1,0.054127198917456015
1767-TGTKO,8,1,0,0,45.45,411.75,0,0.176017601760176
8439-LTUGF,10,1,0,3,20.0,198.6,0,0.5
8805-JNRAZ,2,1,0,1,49.2,103.7,0,0.04065040650406504
5089-IFSDP,58,1,2,2,109.45,6144.55,1,0.5299223389675651
6418-HNFED,51,1,2,3,83.25,4089.45,0,0.6126126126126126
0206-OYVOC,46,1,2,1,19.25,864.2,0,2.3896103896103895
7291-CDTMJ,1,1,0,2,19.65,19.65,0,0.050890585241730284
7128-GGCNO,46,1,0,2,72.8,3249.4,0,0.6318681318681318
0237-YFUTL,50,1,0,2,109.65,5405.8,0,0.45599635202918376
7691-KGKGP,53,1,0,3,65.0,3363.8,0,0.8153846153846154
6710-HSJRD,61,1,0,0,114.1,7132.15,0,0.5346187554776513
3675-EQOZA,5,1,0,2,20.65,93.55,0,0.2421307506053269
0840-DCNZE,47,1,1,2,86.95,4138.9,0,0.5405405405405406
1732-FEKLD,54,1,1,2,94.75,5121.75,0,0.5699208443271768
9862-KJTYK,19,0,0,3,25.35,566.1,0,0.7495069033530571
0479-HMSWA,26,1,2,0,105.45,2715.3,0,0.2465623518255097
5854-KSRBJ,70,1,2,1,25.4,1782.05,0,2.7559055118110236
0365-BZUWY,17,1,0,0,102.55,1742.5,0,0.1657727937591419
4817-VYYWS,30,1,0,0,100.2,2983.8,1,0.2994011976047904
5701-SVCWR,1,1,0,1,24.0,24.0,0,0.041666666666666664
3129-AAQOU,19,1,2,1,25.6,485.9,0,0.7421875
4922-CVPDX,26,1,2,3,73.5,1905.7,0,0.35374149659863946
1396-QWFBJ,21,1,0,2,74.05,1565.7,1,0.2835921674544227
1357-BIJKI,50,1,1,0,98.25,4858.7,0,0.5089058524173028
1099-BTKWT,68,0,1,0,54.4,3723.65,0,1.25
5299-SJCZT,3,1,0,2,101.55,298.35,1,0.029542097488921715
2018-PZKMU,9,1,0,0,103.1,970.45,0,0.08729388942774007
7340-KEFQE,51,0,2,2,34.2,1782.0,0,1.4912280701754386
4570-QHXHL,9,1,0,0,43.75,405.7,0,0.2057142857142857
2403-BCASL,41,1,1,0,111.95,4534.9,1,0.36623492630638677
7392-YYPYJ,22,1,0,0,100.65,2415.95,0,0.2185792349726776
2898-LSJGD,21,0,1,0,55.95,1157.05,1,0.3753351206434316
2223-GDSHL,71,1,2,2,116.05,8297.5,0,0.6118052563550194
7359-PTSXY,1,1,0,0,45.75,45.75,1,0.02185792349726776
9470-RTWDV,26,1,1,3,82.0,2083.1,0,0.3170731707317073
2176-OSJUV,71,1,2,2,65.15,4681.75,0,1.0897927858787413
9348-YVOMK,4,1,0,3,44.8,176.2,0,0.08928571428571429
8104-OSKWT,12,1,0,0,79.8,1001.2,0,0.15037593984962405
4521-YEEHE,18,1,0,0,88.85,1594.75,0,0.20258863252673046
4090-KPJIP,3,1,0,0,74.95,212.4,0,0.0400266844563042
3786-WOVKF,72,1,1,2,106.85,7677.4,0,0.6738418343472158
4503-BDXBD,11,1,0,0,74.95,815.5,1,0.1467645096731154
6086-ESGRL,1,1,0,3,80.15,80.15,1,0.012476606363069244
2592-HODOV,13,1,1,3,19.3,259.65,0,0.6735751295336787
3886-CERTZ,72,1,1,0,109.25,8109.8,1,0.6590389016018307
7995-ZHHNZ,42,1,1,3,56.1,2386.85,0,0.7486631016042781
3824-RHKVR,17,1,0,3,19.7,340.35,0,0.8629441624365483
5816-SCGFC,7,1,0,1,51.3,419.35,0,0.13645224171539963
5989-AXPUC,68,1,2,1,118.6,7990.05,0,0.5733558178752108
4979-HPRFL,56,1,2,2,24.15,1402.25,0,2.318840579710145
8590-OHDIW,38,1,1,1,20.3,749.35,0,1.8719211822660098
8015-IHCGW,72,1,2,0,115.5,8425.15,0,0.6233766233766234
2332-TODQS,48,1,1,3,25.05,1171.5,0,1.9161676646706587
9278-VZKCD,52,1,0,0,109.1,5647.95,0,0.4766269477543538
8008-OTEZX,35,1,1,1,19.65,708.8,0,1.78117048346056
2773-OVBPK,67,1,2,2,111.3,7567.2,0,0.6019766397124888
5999-LCXAO,1,0,0,1,29.9,29.9,0,0.033444816053511704
5206-XZZQI,53,1,0,1,80.6,4348.1,0,0.6575682382133996
4803-LBYPN,34,1,0,1,20.8,635.9,0,1.6346153846153846
5759-RCVCB,3,0,0,3,35.2,108.95,1,0.08522727272727272
6372-RFVNS,1,1,0,0,78.8,78.8,1,0.012690355329949238
2139-FQHLM,19,1,0,1,89.95,1682.4,0,0.2112284602556976
8261-GWDBQ,60,1,2,2,116.05,6925.9,0,0.5170185264971995
1093-YSWCA,11,1,2,3,19.55,223.15,0,0.5626598465473146
8938-UMKPI,47,1,0,0,106.4,5127.95,1,0.44172932330827064
0991-BRRFB,18,1,0,0,49.4,874.8,1,0.3643724696356275
3882-IYOIJ,60,1,2,3,115.25,6758.45,0,0.5206073752711496
8749-TZYEC,72,1,2,3,24.8,1874.3,0,2.903225806451613
1755-FZQEC,39,1,1,1,19.9,791.15,0,1.9597989949748744
3115-JPJDD,59,1,1,3,81.25,4639.45,0,0.7261538461538461
5600-KTXFM,2,1,0,1,69.95,143.9,0,0.028591851322373123
3871-IKPYH,1,1,0,0,69.1,69.1,1,0.014471780028943561
6319-IEJWJ,20,1,0,0,90.2,1776.55,1,0.22172949002217293
9025-AOMKI,6,1,0,2,93.55,536.4,1,0.06413682522715126
6339-TBELP,71,1,2,3,86.4,6172.0,0,0.8217592592592592
7964-YESJC,24,1,0,1,66.3,1559.45,0,0.36199095022624433
6173-GOLSU,67,1,0,3,94.65,6079.0,0,0.7078711040676174
5275-SQEIZ,1,1,0,1,80.85,80.85,1,0.012368583797155226
7716-YTYHG,48,1,1,1,82.05,4029.95,1,0.5850091407678245
9938-ZREHM,37,1,1,1,72.1,2658.4,0,0.5131761442441054
7950-XWOVN,11,0,0,1,34.7,383.55,0,0.31700288184438036
4390-KYULV,3,1,0,3,20.55,51.15,1,0.145985401459854
4647-MUZON,18,1,0,3,95.95,1745.5,0,0.18759770713913496
9702-AIUJO,50,1,1,2,44.8,2230.85,0,1.1160714285714286
8849-PRIQJ,67,1,1,0,109.4,7281.6,0,0.6124314442413162
8851-RAGOV,25,1,0,1,71.05,1837.7,0,0.3518648838845883
1304-NECVQ,2,1,0,0,78.55,149.55,1,0.025461489497135583
5396-IZEPB,9,1,0,3,19.7,180.7,0,0.4568527918781726
1729-VLAZJ,10,0,1,1,40.25,411.45,0,0.2484472049689441
8285-ABVLB,70,1,2,3,19.85,1328.35,0,3.526448362720403
0701-TJSEF,9,1,0,2,68.25,576.95,0,0.13186813186813187
5712-VBOXD,4,1,0,3,20.15,68.45,0,0.19851116625310175
6629-LADHQ,2,1,0,1,50.95,123.05,0,0.03925417075564278
8945-GRKHX,1,1,0,0,78.65,78.65,1,0.012714558169103623
1559-DTODC,19,0,0,2,25.15,468.35,0,0.7554671968190856
4797-MIWUM,7,1,0,2,20.25,174.7,0,0.345679012345679
6959-UWKHF,1,1,0,0,42.9,42.9,1,0.023310023310023312
8720-RQSBJ,1,1,0,0,44.0,44.0,0,0.022727272727272728
4537-CIBHB,9,1,1,1,20.25,172.35,0,0.4444444444444444
3815-SLMEF,3,0,0,1,34.25,139.35,1,0.08759124087591241
5154-VEKBL,9,0,0,1,58.5,539.85,1,0.15384615384615385
4324-AHJKS,5,1,0,3,55.8,300.4,0,0.08960573476702509
4355-CVPVS,56,1,1,2,88.9,4968.0,0,0.6299212598425197
4495-LHSSK,18,1,0,1,57.65,992.7,0,0.31222896790980054
5655-JSMZM,49,1,0,0,96.2,4718.25,1,0.5093555093555093
5915-ANOEI,70,1,2,1,79.15,5536.5,0,0.8843967150979153
9861-PDSZP,72,1,2,3,108.05,7806.6,0,0.6663581675150394
4505-EXZHB,6,1,0,0,74.4,434.1,1,0.08064516129032258
7225-CBZPL,17,1,0,0,94.8,1563.9,0,0.17932489451476794
6704-UTUKK,29,0,0,0,45.9,1332.4,0,0.6318082788671024
4587-VVTOX,6,1,0,0,105.3,545.2,1,0.05698005698005698
2019-HDCZY,63,1,2,0,102.6,6296.75,0,0.6140350877192983
4652-NNHNY,16,1,0,2,73.85,1284.2,1,0.2166553825321598
8788-DOXSU,59,1,1,2,61.35,3645.5,0,0.9616951915240424
7404-JLKQG,3,1,0,0,57.55,161.45,0,0.05212858384013901
7421-ZLUPA,8,0,0,1,29.25,226.95,0,0.27350427350427353
8972-HJWNV,7,1,0,0,84.55,646.85,1,0.0827912477823773
3274-NSDWE,68,1,2,3,19.6,1441.65,0,3.4693877551020407
2632-IVXVF,68,1,2,3,111.75,7511.3,0,0.6085011185682326
3692-JHONH,52,1,1,0,106.5,5621.85,0,0.48826291079812206
8915-NNTRC,72,1,2,3,107.7,7919.8,0,0.6685236768802229
5914-GXMDA,32,1,1,1,19.3,593.2,0,1.6580310880829014
7463-IFMQU,72,1,2,2,20.05,1423.65,0,3.591022443890274
2920-RNCEZ,1,1,0,3,69.95,69.95,0,0.014295925661186561
2541-YGPKE,42,1,1,3,63.7,2763.35,0,0.6593406593406593
8515-OCTJS,25,1,2,3,24.75,692.1,1,1.0101010101010102
5382-TEMLV,45,1,0,2,50.9,2298.55,0,0.8840864440078585
3441-CGZJH,43,0,1,3,60.4,2640.55,0,0.7119205298013245
9592-ERDKV,37,1,1,1,79.25,2911.8,0,0.4668769716088328
2860-RANUS,20,1,0,3,85.8,1727.5,1,0.23310023310023312
5261-QSHQM,4,0,0,0,24.45,86.6,1,0.16359918200409
4778-IZARL,63,1,2,3,110.1,6705.7,0,0.5722070844686649
0432-CAJZV,3,1,0,1,90.7,237.65,0,0.0330760749724366
7008-LZVOZ,66,1,2,3,25.3,1672.35,0,2.608695652173913
8868-WOZGU,28,1,0,0,105.7,2979.5,1,0.26490066225165565
1200-TUZHR,8,1,0,0,85.2,695.75,0,0.09389671361502347
9365-CSLBQ,71,1,2,1,24.35,1654.6,0,2.915811088295688
1334-FJSVR,1,0,0,0,24.25,24.25,1,0.041237113402061855
5884-FBCTL,72,1,2,2,25.1,1857.85,0,2.8685258964143423
7130-CTCUS,16,1,0,2,54.55,825.1,0,0.2933088909257562
6242-FEGFD,66,1,2,1,96.6,6424.25,0,0.6832298136645963
7625-XCQRH,11,1,0,0,76.5,837.95,1,0.1437908496732026
6194-HBGQN,51,1,1,3,81.15,4126.2,0,0.6284658040665434
7634-WSWDB,8,0,0,0,38.5,330.8,0,0.2077922077922078
6986-IXNDM,14,1,0,0,92.9,1337.45,0,0.15069967707212056
1731-TVIUK,4,1,0,0,93.5,362.2,1,0.0427807486631016
2987-BJXIK,70,1,2,1,84.7,5991.05,0,0.8264462809917356
9769-TSBZE,70,1,2,0,66.0,4891.5,0,1.0606060606060606
0406-BPDVR,54,1,1,3,101.5,5373.1,1,0.5320197044334976
0618-XWMSS,28,1,0,2,74.9,2068.55,1,0.37383177570093457
1395-WSWXR,24,1,2,1,20.75,487.05,0,1.1566265060240963
6023-GSSXW,69,1,2,3,61.45,4131.2,0,1.1228641171684295
6752-APNJL,42,1,0,1,54.5,2301.15,0,0.7706422018348624
5276-KQWHG,2,1,0,0,69.6,131.65,1,0.02873563218390805
0420-HLGXF,39,1,0,0,99.75,4036.0,0,0.39097744360902253
7446-KQISO,45,1,2,2,109.75,4900.65,0,0.41002277904328016
9823-EALYC,72,1,2,2,80.85,5727.45,0,0.8905380333951763
0582-AVCLN,38,1,2,1,20.3,743.05,0,1.8719211822660098
5803-NQJZO,72,1,2,2,67.8,4804.65,0,1.0619469026548674
2565-JSLRY,1,1,0,1,24.05,24.05,1,0.041580041580041575
2607-DHDAK,72,1,2,3,19.8,1414.65,0,3.6363636363636362
1073-XXCZD,55,1,2,2,25.7,1443.65,0,2.140077821011673
0743-HRVFF,51,0,1,0,56.15,2898.95,0,0.9082813891362422
4006-HKYHO,63,1,2,2,86.7,5309.5,0,0.726643598615917
3727-JEZTU,1,1,0,1,20.4,20.4,0,0.04901960784313726
8143-ETQTI,23,1,2,1,19.65,451.55,0,1.1704834605597965
6689-KXGBO,1,1,0,0,50.55,50.55,1,0.019782393669634028
9667-TKTVZ,2,1,0,1,54.35,117.05,0,0.03679852805887764
3657-COGMW,52,1,0,3,108.1,5839.3,0,0.48103607770582796
8570-KLJYJ,36,1,1,1,54.45,1893.5,0,0.6611570247933884
7754-IXRMC,1,1,0,1,45.35,45.35,0,0.022050716648291068
9473-CBZOP,28,1,1,1,59.0,1654.45,0,0.4745762711864407
2969-WGHQO,7,1,1,0,69.45,477.05,0,0.10079193664506839
6615-NGGZJ,14,1,0,0,100.55,1415.55,1,0.139234211834908
4334-HOWRP,72,0,2,3,64.95,4546.0,0,1.1085450346420322
4255-DDUOU,1,1,0,1,20.5,20.5,1,0.04878048780487805
5863-OOKCL,10,1,0,1,18.85,163.2,0,0.5305039787798408
1686-STUHN,42,1,1,2,19.8,849.9,0,2.121212121212121
1329-VHWNP,7,0,0,2,25.05,189.95,0,0.27944111776447106
2984-MIIZL,4,1,0,2,74.8,321.9,1,0.053475935828877004
0266-GMEAO,72,1,2,3,114.3,8058.55,0,0.6299212598425197
5590-YRFJT,20,0,0,0,24.45,482.8,1,0.8179959100204499
5574-NXZIU,63,1,2,3,109.2,7049.75,0,0.5769230769230769
0019-GFNTW,56,0,2,2,45.05,2560.1,0,1.2430632630410656
4256-ZWTZI,5,1,0,1,51.0,286.8,0,0.09803921568627451
8309-PPCED,72,1,2,2,110.45,7982.5,0,0.6518786781349026
4098-NAUKP,68,1,0,0,84.65,5683.6,0,0.8033077377436503
5196-WPYOW,67,1,1,1,60.05,3994.05,0,1.1157368859283932
4608-LCIMN,8,1,0,2,44.65,369.15,0,0.1791713325867861
1485-YDHMM,52,1,0,2,93.25,4631.7,0,0.5576407506702413
4054-CUMIA,18,1,0,1,20.25,401.95,0,0.8888888888888888
0603-TPMIB,59,1,2,1,25.45,1534.05,0,2.318271119842829
2525-GVKQU,60,1,2,1,20.6,1093.0,0,2.9126213592233006
8161-QYMTT,7,1,0,0,94.1,701.3,0,0.07438894792773645
9581-GVBXT,59,0,1,1,34.8,1980.3,0,1.6954022988505748
5862-BRIXZ,46,0,2,2,60.75,2893.4,0,0.757201646090535
5404-GGUKR,5,1,0,0,51.35,262.3,0,0.0973709834469328
3308-JSGML,59,0,2,3,64.05,3886.85,0,0.9211553473848556
2126-GSEGL,70,1,2,2,84.8,5917.55,0,0.8254716981132075
3677-TNKIO,14,1,0,3,71.0,914.0,1,0.19718309859154928
0440-QEXBZ,44,1,0,1,50.15,2139.1,0,0.8773678963110668
2434-EEVDB,64,1,2,3,94.6,5948.7,0,0.6765327695560254
6762-QVYJO,58,0,2,1,59.75,3624.35,0,0.9707112970711297
6199-IWKGC,46,1,1,0,100.25,4753.85,0,0.45885286783042395
2675-DHUTR,58,1,0,0,98.9,5780.7,0,0.5864509605662285
8152-VETUR,72,1,2,3,97.7,6869.7,0,0.7369498464687819
9667-EQRXU,30,0,0,0,40.3,1172.95,1,0.7444168734491315
7446-YPODE,11,1,0,2,60.25,662.95,0,0.1825726141078838
9522-BNTHX,34,0,0,0,56.25,1765.95,0,0.6044444444444445
4676-WLUHT,54,0,2,2,46.2,2431.95,0,1.1688311688311688
3329-WDIOK,3,0,0,0,50.6,155.35,1,0.05928853754940711
7980-MHFLQ,72,1,2,1,24.9,1859.2,0,2.891566265060241
2873-ZLIWT,40,1,0,0,84.85,3303.05,1,0.47142015321154984
3415-TAILE,2,1,0,1,65.7,134.35,1,0.030441400304414
0757-WCUUZ,54,1,2,3,63.35,3409.1,0,0.8524072612470402
1629-DQQVB,14,1,0,2,50.1,709.5,0,0.27944111776447106
1915-IOFGU,1,1,0,0,70.5,70.5,1,0.014184397163120567
3045-XETSH,10,1,0,0,94.85,953.45,1,0.10542962572482868
0374-AACSZ,1,1,0,0,50.15,50.15,0,0.019940179461615155
7239-HZZCX,1,1,0,1,19.75,19.75,1,0.05063291139240506
4872-VXRIL,56,1,1,2,64.65,3665.55,0,0.8662026295436968
9140-CZQZZ,68,1,2,2,79.6,5515.8,0,0.8542713567839196
3423-HHXAO,14,1,1,1,19.5,272.0,0,0.717948717948718
9938-TKDGL,68,1,2,0,99.55,6668.0,0,0.683073832245103
0531-ZZJWQ,55,1,0,0,74.0,4052.4,0,0.7432432432432432
6537-QLGEX,16,0,0,0,38.9,664.4,0,0.41131105398457585
2688-BHGOG,9,1,0,0,79.55,718.55,0,0.11313639220615965
7683-CBDKJ,14,1,0,0,65.45,937.6,1,0.21390374331550802
0946-CLJTI,58,1,0,0,98.7,5812.6,1,0.5876393110435664
3160-TYXLT,53,0,0,2,46.3,2546.85,0,1.144708423326134
1325-USMEC,70,1,2,3,99.35,6944.5,0,0.704579768495219
0916-QOFDP,14,1,0,0,95.8,1346.3,0,0.14613778705636743
0628-CNQRM,22,1,1,2,67.5,1544.05,1,0.32592592592592595
5606-AMZBO,10,1,0,3,78.15,765.15,0,0.12795905310300704
6199-IPCAO,29,1,2,1,26.1,692.55,0,1.1111111111111112
7665-TOALD,1,1,0,0,69.6,69.6,1,0.014367816091954025
0112-QWPNC,49,1,1,0,84.35,4059.35,1,0.5809128630705395
0324-BRPCJ,68,1,0,0,100.2,6851.65,1,0.6786427145708582
2777-PHDEI,1,1,0,0,78.05,78.05,1,0.012812299807815503
5640-CAXOA,30,0,1,3,40.35,1187.05,0,0.7434944237918215
2235-EZAIK,72,1,2,3,79.2,5401.9,0,0.9090909090909091
3847-BAERP,10,1,0,1,20.9,247.0,0,0.47846889952153115
1196-AMORA,7,1,0,0,73.6,520.0,1,0.09510869565217392
4282-YMKNA,9,1,0,0,74.75,706.6,1,0.12040133779264214
1453-RZFON,1,1,0,1,49.9,49.9,0,0.02004008016032064
8263-OKETD,20,1,0,3,68.9,1370.35,0,0.29027576197387517
0670-KDOMA,1,1,0,1,20.25,20.25,0,0.04938271604938271
2476-YGEFM,29,1,0,3,76.0,2215.25,0,0.3815789473684211
8687-BAFGU,1,1,0,0,74.0,74.0,0,0.013513513513513514
0641-EVBOJ,3,1,0,1,82.3,214.4,0,0.03645200486026732
0829-XXPLX,20,1,0,2,89.4,1871.15,0,0.22371364653243847
9974-JFBHQ,64,1,0,3,99.15,6171.2,0,0.6454866364094806
5356-RHIPP,1,1,0,1,20.2,20.2,1,0.04950495049504951
6624-JDRDS,6,0,0,2,29.45,161.45,0,0.2037351443123939
0608-JDVEC,50,1,2,0,19.8,1013.2,0,2.525252525252525
9780-FKVVF,6,1,0,2,59.15,336.7,0,0.1014370245139476
1919-RTPQD,7,1,0,0,44.75,333.65,0,0.1564245810055866
5214-NLTIT,72,1,2,3,90.8,6511.8,0,0.7929515418502203
3345-PBBFH,8,1,0,2,49.55,393.45,0,0.16145307769929365
5055-BRMNE,67,1,2,3,106.7,7009.5,0,0.6279287722586692
9189-JWSHV,24,1,0,0,93.55,2264.05,1,0.25654730090860506
2190-PHBHR,72,1,2,3,94.45,6921.7,0,0.7623080995235574
2650-GYRYL,33,1,1,2,19.45,600.25,0,1.6966580976863754
0746-JTRFU,2,0,0,0,25.05,56.35,1,0.07984031936127745
5208-FVQKB,70,1,2,1,67.95,4664.15,0,1.030169242089772
7184-LRUUR,22,1,1,2,65.25,1441.8,0,0.3371647509578544
6627-CFOSN,59,1,0,2,99.45,5623.7,0,0.5932629462041227
3982-JGSFD,36,1,1,3,20.35,695.85,0,1.769041769041769
1574-DYCWE,51,1,2,1,19.95,1028.75,0,2.556390977443609
7247-XOZPB,53,1,1,2,77.4,4155.95,0,0.6847545219638242
2466-FCCPT,20,1,1,2,19.7,395.6,0,1.015228426395939
6211-WWLTF,63,1,2,3,99.7,6330.4,0,0.6318956870611835
4826-TZEVA,40,1,0,3,74.8,2971.7,0,0.5347593582887701
6016-NXBNJ,35,1,1,1,19.15,638.0,0,1.8276762402088773
9138-EFSMO,26,1,1,2,78.95,2034.25,0,0.32932235592146925
0576-WNXXC,27,1,0,0,95.55,2510.2,1,0.282574568288854
4632-XJMEX,53,1,1,3,62.85,3419.5,0,0.843277645186953
8910-LEDAG,34,1,0,3,71.55,2427.35,0,0.4751921733053809
3452-GWUIN,19,1,0,0,94.95,1760.25,0,0.2001053185887309
2716-GFZOR,43,1,0,3,86.1,3551.65,0,0.49941927990708485
3724-UCSHY,6,1,0,1,19.55,122.9,0,0.3069053708439898
8626-XHBIE,56,1,2,1,24.8,1424.2,0,2.258064516129032
4628-CTTLA,57,0,0,0,39.3,2111.45,1,1.4503816793893132
3192-LNKRK,34,1,0,1,84.05,2909.95,0,0.40452111838191557
4439-YRNVD,10,0,0,0,36.25,374.0,0,0.27586206896551724
2876-VBBBL,1,1,0,1,20.25,20.25,1,0.04938271604938271
6834-NXDCA,13,0,0,0,23.9,300.8,1,0.5439330543933055
2208-UGTGR,56,1,0,0,98.6,5581.05,0,0.5679513184584178
3005-TYFRD,55,1,0,3,103.65,5676.65,0,0.5306319343945972
8670-MEFCP,36,1,2,3,92.9,3379.25,0,0.38751345532831
3079-BCHLN,47,1,1,2,19.9,942.95,0,2.361809045226131
7777-UNYHB,12,1,0,3,20.1,232.4,0,0.5970149253731343
5597-GLBUC,1,1,0,0,85.45,85.45,1,0.011702750146284377
7278-CKDNC,24,1,0,0,80.5,2088.45,0,0.2981366459627329
2748-MYRVK,63,1,1,2,99.9,6137.0,1,0.6306306306306306
8450-UYIBU,35,0,0,0,39.85,1434.6,0,0.8782936010037641
2969-VAPYH,67,1,1,3,60.5,3870.0,0,1.1074380165289257
4822-YCXMX,25,1,0,0,84.8,2043.45,1,0.294811320754717
7181-OQCUT,21,1,0,1,103.85,2215.0,0,0.20221473278767454
8474-UMLNT,13,1,0,2,67.8,842.25,0,0.19174041297935104
9821-POOTN,35,1,0,0,75.2,2576.2,1,0.4654255319148936
3836-FZSDJ,71,1,2,2,24.85,1901.0,0,2.8571428571428568
9142-XMYJH,29,1,0,3,19.35,601.6,0,1.4987080103359172
6559-ILWKJ,71,0,2,0,49.35,3515.25,1,1.4387031408308004
0187-QSXOE,7,1,0,0,89.0,605.45,0,0.07865168539325842
7733-UDMTP,57,0,0,0,55.0,3094.05,0,1.0363636363636364
2649-HWLYB,65,1,2,2,76.15,4929.55,0,0.8535784635587655
5214-CHIWJ,27,1,1,1,20.3,595.05,0,1.3300492610837438
4229-CZMLL,6,1,0,0,74.9,469.8,1,0.08010680907877168
6904-JLBGY,72,1,2,3,117.35,8436.25,0,0.6135492117596932
2465-BLLEU,1,1,0,1,19.75,19.75,0,0.05063291139240506
1685-VAYJF,11,1,0,3,45.2,492.0,0,0.24336283185840707
8874-EJNSR,39,1,2,1,25.2,987.95,0,1.5476190476190477
6917-YACBP,59,1,0,0,89.75,5496.9,0,0.6573816155988857
5049-MUBWG,26,1,1,2,75.0,1908.35,0,0.3466666666666667
4223-WOZCM,2,1,0,1,49.95,107.1,0,0.04004004004004004
0769-MURVM,72,0,2,2,65.7,4575.35,0,1.095890410958904
9253-VIFJQ,65,1,1,3,67.05,4309.55,0,0.9694258016405668
7030-FZTFM,72,1,2,3,110.9,7922.75,0,0.6492335437330928
9741-YLNTD,6,1,0,2,87.95,522.35,0,0.06822057987492894
5917-RYRMG,32,1,1,3,19.8,587.7,0,1.6161616161616161
5120-ZBLAI,50,1,1,2,75.7,3876.2,0,0.6605019815059445
1194-BHJYC,61,0,2,1,62.15,3778.85,0,0.9814963797264682
3663-MITLP,15,1,0,0,101.25,1457.25,1,0.14814814814814814
0906-QVPMS,72,1,2,2,115.15,8349.45,0,0.6252713851498046
9025-ZRPVR,9,1,0,1,18.95,185.6,1,0.474934036939314
1905-OEILC,1,1,0,1,19.5,19.5,0,0.05128205128205128
7858-GTZSP,12,1,0,0,86.55,1066.9,0,0.1386481802426343
3285-UCQVC,37,0,0,3,28.6,973.55,1,1.2937062937062938
6248-BSHKG,61,1,1,1,20.4,1226.45,0,2.9901960784313726
4685-TFLLS,18,1,1,2,19.8,342.3,0,0.9090909090909091
3470-BTGQO,21,1,0,1,45.65,985.05,0,0.4600219058050383
1209-VFFOC,68,0,2,1,56.4,3948.45,0,1.2056737588652482
8224-DWCKX,12,1,0,3,73.3,828.05,0,0.16371077762619374
5482-PLVPE,2,0,0,0,24.35,41.85,1,0.08213552361396304
4553-DVPZG,62,1,0,0,101.35,6164.7,0,0.6117414898865319
4902-OHLSK,29,1,0,0,98.65,2862.75,1,0.2939685757729346
6917-IAYHD,1,0,0,1,33.6,33.6,0,0.02976190476190476
0495-ZBNGW,5,1,0,2,79.9,343.95,1,0.06257822277847308
8620-RJPZN,1,1,0,0,20.7,20.7,0,0.04830917874396135
7572-KPVKK,62,1,2,0,104.05,6590.5,0,0.5958673714560307
2642-MAWLJ,36,1,2,2,20.25,717.95,0,1.7777777777777777
2357-COQEK,28,1,0,0,103.3,2890.65,1,0.2710551790900291
7103-ZGVNT,69,1,1,3,73.7,4885.85,0,0.9362279511533242
3737-GCSPV,11,1,0,3,96.2,1222.05,1,0.11434511434511434
2027-WKXMW,63,1,0,0,108.75,6871.7,0,0.5793103448275863
7137-NAXML,23,1,1,2,20.15,405.6,0,1.141439205955335
2428-ZMCTB,10,1,0,3,19.75,208.25,0,0.5063291139240507
2961-VNFKL,71,1,2,3,25.95,1801.9,0,2.7360308285163777
1768-HNVGJ,45,1,0,0,70.05,3062.45,0,0.6423982869379016
6963-KQYQB,70,1,2,1,24.05,1764.75,0,2.9106029106029103
5934-RMPOV,22,1,0,0,84.75,1816.75,0,0.25958702064896755
1207-BLKSA,52,1,2,1,23.05,1255.1,0,2.2559652928416485
4088-YLDSU,55,1,1,0,104.15,5743.05,1,0.528084493518963
8316-BBQAY,65,0,2,3,59.95,3921.1,0,1.0842368640533777
1166-PQLGG,72,1,2,2,19.55,1463.45,0,3.682864450127877
3146-JTQHR,10,1,1,2,19.6,189.45,0,0.5102040816326531
4291-YZODP,7,1,1,1,20.05,96.8,0,0.34912718204488774
4395-PZMSN,5,1,0,0,85.55,408.5,0,0.058445353594389245
6427-FEFIG,24,1,2,3,78.6,1846.65,0,0.3053435114503817
0017-IUDMW,72,1,2,3,116.8,8456.75,0,0.6164383561643836
8706-HRADD,21,0,0,1,43.55,1011.5,0,0.48220436280137774
9955-QOPOY,69,0,1,3,60.8,4263.4,0,1.1348684210526316
4385-ZKVNW,44,1,0,2,54.9,2549.1,0,0.8014571948998179
5446-DKWYW,61,1,1,0,65.2,3965.05,0,0.9355828220858895
2034-CGRHZ,24,1,0,3,102.95,2496.7,1,0.23312287518212724
5797-APWZC,1,1,0,0,90.6,90.6,1,0.011037527593818985
3683-QKIUE,6,1,0,2,50.8,288.05,1,0.11811023622047245
4228-ZGYUW,4,1,0,0,90.05,368.1,1,0.04441976679622432
9031-ZVQPT,72,1,2,0,108.2,7840.6,0,0.6654343807763401
2990-IAJSV,72,1,2,2,92.0,6632.75,0,0.782608695652174
8107-KNCIM,14,1,0,0,75.1,1013.35,0,0.18641810918774968
9027-YFHQJ,7,1,0,2,25.05,152.95,0,0.27944111776447106
5176-LDKUH,48,1,1,0,75.15,3772.65,0,0.6387225548902196
4644-OBGFZ,55,1,1,1,19.5,1026.35,0,2.8205128205128207
7926-IJOOU,1,1,0,3,19.3,19.3,0,0.05181347150259067
6480-YAGIY,45,1,1,3,112.2,5031.85,0,0.40106951871657753
4029-HPFVY,3,1,0,1,70.3,220.4,0,0.042674253200568994
